Transaction Name,Transaction Name URL,Organization Location,Organization Industries,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date
Seed Round - Entrada,https://www.crunchbase.com/funding_round/entrada-b154-seed--467ee9c4,"San Francisco, California, United States, North America","Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Cloud Data Services, Data Integration, Machine Learning, Professional Services",Entrada,https://www.crunchbase.com/organization/entrada-b154,Seed,,,,2024-03-04
Seed Round - GoodGist,https://www.crunchbase.com/funding_round/goodgist-seed--46929424,"Foster City, California, United States, North America",Web Development,GoodGist,https://www.crunchbase.com/organization/goodgist,Seed,1000000,USD,1000000,2024-04-08
Pre Seed Round - EasyTelling AI,https://www.crunchbase.com/funding_round/easytelling-ai-pre-seed--482640be,"São Paulo, Sao Paulo, Brazil, South America","Artificial Intelligence (AI), Semantic Search, Software",EasyTelling AI,https://www.crunchbase.com/organization/easytelling-ai,Pre-Seed,125000,USD,125000,2024-02-19
Seed Round - Checkboard,https://www.crunchbase.com/funding_round/cubiclease-seed--48df8f2c,"London, England, United Kingdom, Europe","FinTech, Real Estate, SaaS, Software",Checkboard,https://www.crunchbase.com/organization/cubiclease,Seed,100000,GBP,126515,2024-04-03
Pre Seed Round - Marr Labs,https://www.crunchbase.com/funding_round/marr-labs-pre-seed--48f08a38,"San Francisco, California, United States, North America","Artificial Intelligence (AI), Machine Learning, Software",Marr Labs,https://www.crunchbase.com/organization/marr-labs,Pre-Seed,500000,USD,500000,2024-03-01
Seed Round - Aimiable,https://www.crunchbase.com/funding_round/aimiable-seed--490b52d8,"Miami, Florida, United States, North America","Artificial Intelligence (AI), Customer Service, Operating Systems, Software",Aimiable,https://www.crunchbase.com/organization/aimiable,Seed,3085000,USD,3085000,2024-03-19
Seed Round - Foccuz,https://www.crunchbase.com/funding_round/foccuz-seed--4a2926f7,"Chillan, Bio-Bio, Chile, South America",Software,Foccuz,https://www.crunchbase.com/organization/foccuz,Seed,700000,USD,700000,2024-03-22
Seed Round - Mobile X Global,https://www.crunchbase.com/funding_round/mobile-x-global-seed--4a58ea4e,"Newport Coast, California, United States, North America","Apps, Artificial Intelligence (AI), Mobile Apps, Telecommunications, Wireless",Mobile X Global,https://www.crunchbase.com/organization/mobile-x-global,Seed,1054000,USD,1054000,2024-03-15
Seed Round - Picogrid,https://www.crunchbase.com/funding_round/picogrid-seed--4ab2623e,"El Segundo, California, United States, North America","Artificial Intelligence (AI), Government, Industrial, Military",Picogrid,https://www.crunchbase.com/organization/picogrid,Seed,12000000,USD,12000000,2024-03-26
Pre Seed Round - ActionAtlas,https://www.crunchbase.com/funding_round/actionatlas-pre-seed--4b4c7461,"Bellevue, Washington, United States, North America",Software,ActionAtlas,https://www.crunchbase.com/organization/actionatlas,Pre-Seed,5000,USD,5000,2024-03-01
Seed Round - Blended Edge,https://www.crunchbase.com/funding_round/blended-edge-seed--4bab7b72,"Columbus, Ohio, United States, North America","Apps, Data Integration, Information Technology, Internet, PaaS, SaaS, Software",Blended Edge,https://www.crunchbase.com/organization/blended-edge,Seed,,,,2024-03-11
Pre Seed Round - Artos,https://www.crunchbase.com/funding_round/artos-78fd-pre-seed--4bac3283,"San Francisco, California, United States, North America","Artificial Intelligence (AI), B2B, Biotechnology",Artos,https://www.crunchbase.com/organization/artos-78fd,Pre-Seed,500000,USD,500000,2024-02-27
Seed Round - Aropha,https://www.crunchbase.com/funding_round/aropha-seed--4bd536b7,"Bedford, Ohio, United States, North America","Artificial Intelligence (AI), Environmental Engineering, Machine Learning",Aropha,https://www.crunchbase.com/organization/aropha,Seed,1000000,USD,1000000,2024-03-11
Seed Round - Abstract,https://www.crunchbase.com/funding_round/washington-abstract-seed--4c63cb89,"San Francisco, California, United States, North America","GovTech, Internet, SaaS, Software",Abstract,https://www.crunchbase.com/organization/washington-abstract,Seed,4256483,USD,4256483,2024-03-06
Seed Round - Emporia Research,https://www.crunchbase.com/funding_round/emporia-87e3-seed--4c8ba6a4,"New York, New York, United States, North America","Artificial Intelligence (AI), B2B, Market Research, Software",Emporia Research,https://www.crunchbase.com/organization/emporia-87e3,Seed,4700000,USD,4700000,2024-03-21
Pre Seed Round - ProSights,https://www.crunchbase.com/funding_round/prosights-pre-seed--4cac1cb7,"San Francisco, California, United States, North America","Artificial Intelligence (AI), FinTech",ProSights,https://www.crunchbase.com/organization/prosights,Pre-Seed,500000,USD,500000,2024-02-27
Seed Round - GEODNET,https://www.crunchbase.com/funding_round/geodnet-seed--4d647a49,"Los Altos, California, United States, North America","Blockchain, Geospatial, Internet of Things, Mapping Services, Metaverse",GEODNET,https://www.crunchbase.com/organization/geodnet,Seed,3500000,USD,3500000,2024-02-28
Pre Seed Round - QuickFunds,https://www.crunchbase.com/funding_round/quickfunds-pre-seed--4d823d86,"Buren, Gelderland, The Netherlands, Europe","Credit, Cryptocurrency, Finance, Financial Services, Foreign Exchange Trading, Trading Platform, Venture Capital",QuickFunds,https://www.crunchbase.com/organization/quickfunds,Pre-Seed,15000,EUR,16268,2024-03-01
Seed Round - Halcyon,https://www.crunchbase.com/funding_round/halcyon-3888-seed--4e236738,"San Francisco, California, United States, North America","Artificial Intelligence (AI), Energy, Information Technology, Software",Halcyon,https://www.crunchbase.com/organization/halcyon-3888,Seed,10800000,USD,10800000,2024-04-18
Seed Round - Mage,https://www.crunchbase.com/funding_round/mage-2989-seed--4e8dcc24,"Izmir, Izmir, Turkey, Europe","3D Technology, Animation, Gaming",Mage,https://www.crunchbase.com/organization/mage-2989,Seed,3500000,USD,3500000,2024-04-17
Seed Round - Brevian,https://www.crunchbase.com/funding_round/brevian-seed--4e8e4cf2,"Sunnyvale, California, United States, North America","Artificial Intelligence (AI), Information Technology, Software",Brevian,https://www.crunchbase.com/organization/brevian,Seed,9000000,USD,9000000,2024-03-07
Pre Seed Round - Deeligence,https://www.crunchbase.com/funding_round/deeligence-pre-seed--4eddd3cc,"Melbourne, Victoria, Australia, Oceania","Artificial Intelligence (AI), Legal, Legal Tech, SaaS",Deeligence,https://www.crunchbase.com/organization/deeligence,Pre-Seed,1000000,USD,1000000,2024-04-26
Seed Round - GroupSense,https://www.crunchbase.com/funding_round/groupsense-seed--4f273a65,"Arlington, Virginia, United States, North America","Artificial Intelligence (AI), Cyber Security, Information Technology, Network Security, Risk Management, Security",GroupSense,https://www.crunchbase.com/organization/groupsense,Seed,449995,USD,449995,2024-03-25
Seed Round - Orchard Robotics,https://www.crunchbase.com/funding_round/orchard-robotics-seed--4f34c250,"Seattle, Washington, United States, North America","AgTech, Artificial Intelligence (AI), Farming, Robotics",Orchard Robotics,https://www.crunchbase.com/organization/orchard-robotics,Seed,3800000,USD,3800000,2024-03-27
Seed Round - Daato,https://www.crunchbase.com/funding_round/daato-seed--4f43b726,"Berlin, Berlin, Germany, Europe","Information Technology, SaaS, Software",Daato,https://www.crunchbase.com/organization/daato,Seed,5000000,EUR,5468778,2024-03-20
Pre Seed Round - Kabilah,https://www.crunchbase.com/funding_round/kabilah-pre-seed--4fa9b44b,"Stanford, California, United States, North America","Artificial Intelligence (AI), Health Care, Hospital",Kabilah,https://www.crunchbase.com/organization/kabilah,Pre-Seed,500000,USD,500000,2024-04-03
Seed Round - OpenPipe,https://www.crunchbase.com/funding_round/openpipe-seed--4fca7d75,"San Francisco, California, United States, North America","Artificial Intelligence (AI), Information Technology, SaaS, Software Engineering",OpenPipe,https://www.crunchbase.com/organization/openpipe,Seed,6700000,USD,6700000,2024-03-26
Seed Round - Surge,https://www.crunchbase.com/funding_round/surge2surgery-seed--507e3c39,"Paris, Ile-de-France, France, Europe","Artificial Intelligence (AI), Biotechnology, Electronic Health Record (EHR), Health Care, Machine Learning, Predictive Analytics",Surge,https://www.crunchbase.com/organization/surge2surgery,Seed,5300000,EUR,5730678,2024-03-27
Seed Round - Pitch Inc.,https://www.crunchbase.com/funding_round/pitch-290a-seed--50a81cf9,"Los Angeles, California, United States, North America","Artificial Intelligence (AI), Mobile, Music, Music Education, Natural Language Processing, Software",Pitch Inc.,https://www.crunchbase.com/organization/pitch-290a,Seed,843686,USD,843686,2024-04-10
Seed Round - Automated Architecture,https://www.crunchbase.com/funding_round/automated-architecture-seed--5117631d,"Bristol, Bristol, City of, United Kingdom, Europe","Architecture, Manufacturing, Robotics, Web Development",Automated Architecture,https://www.crunchbase.com/organization/automated-architecture,Seed,2600000,GBP,3327468,2024-03-20
Pre Seed Round - Letz Technologies,https://www.crunchbase.com/funding_round/letz-technologies-pre-seed--513466c7,"Weston, Florida, United States, North America","EdTech, Software",Letz Technologies,https://www.crunchbase.com/organization/letz-technologies,Pre-Seed,350000,USD,350000,2024-03-20
Pre Seed Round - Lumina,https://www.crunchbase.com/funding_round/lumina-c8aa-pre-seed--51629e7c,"San Francisco, California, United States, North America","Artificial Intelligence (AI), IT Infrastructure, Productivity Tools",Lumina,https://www.crunchbase.com/organization/lumina-c8aa,Pre-Seed,500000,USD,500000,2024-02-27
Seed Round - Secret Agent Tech Solutions,https://www.crunchbase.com/funding_round/secret-agent-tech-solutions-seed--522a8c84,"Little Rock, Arkansas, United States, North America","Artificial Intelligence (AI), CRM, Insurance, SaaS, Software",Secret Agent Tech Solutions,https://www.crunchbase.com/organization/secret-agent-tech-solutions,Seed,,,,2024-03-20
Pre Seed Round - Imageryst,https://www.crunchbase.com/funding_round/imageryst-pre-seed--542ff6c3,"Oviedo, Florida, United States, North America","Artificial Intelligence (AI), Consulting, Drones, SaaS",Imageryst,https://www.crunchbase.com/organization/imageryst,Pre-Seed,500000,EUR,543085,2024-03-19
Pre Seed Round - Infinity AI,https://www.crunchbase.com/funding_round/infinity-ai-pre-seed--548a0f18,"San Francisco, California, United States, North America","Artificial Intelligence (AI), Database",Infinity AI,https://www.crunchbase.com/organization/infinity-ai,Pre-Seed,500000,USD,500000,2024-04-03
Seed Round - TrojAI,https://www.crunchbase.com/funding_round/trojai-seed--54aeae4e,"Saint John, New Brunswick, Canada, North America","Apps, Artificial Intelligence (AI), Cyber Security, Information Technology, Machine Learning, Software, Web Development",TrojAI,https://www.crunchbase.com/organization/trojai,Seed,5750000,USD,5750000,2024-04-03
Seed Round - DoctorNow,https://www.crunchbase.com/funding_round/doctornow-b872-seed--55b0a98a,"Bellevue, Washington, United States, North America","Artificial Intelligence (AI), Document Management, Electronic Health Record (EHR), Machine Learning, Mobile Apps, Natural Language Processing, Software",DoctorNow,https://www.crunchbase.com/organization/doctornow-b872,Seed,3585831,USD,3585831,2024-03-07
Seed Round - zerodivide.ai,https://www.crunchbase.com/funding_round/zerodivide-ai-seed--55ba88bc,"Atlanta, Georgia, United States, North America","Artificial Intelligence (AI), EdTech, Health Care, Software",zerodivide.ai,https://www.crunchbase.com/organization/zerodivide-ai,Seed,100000,USD,100000,2024-03-01
Seed Round - SynthLabs,https://www.crunchbase.com/funding_round/synthlabs-seed--55e7ac42,"San Francisco, California, United States, North America",Artificial Intelligence (AI),SynthLabs,https://www.crunchbase.com/organization/synthlabs,Seed,,,,2024-02-29
Seed Round - Ribit AI,https://www.crunchbase.com/funding_round/ribit-ai-seed--5666f7b8,"Vancouver, British Columbia, Canada, North America","Artificial Intelligence (AI), Automotive, Enterprise Software, SaaS",Ribit AI,https://www.crunchbase.com/organization/ribit-ai,Seed,,,,2024-04-15
Pre Seed Round - Wetime,https://www.crunchbase.com/funding_round/wetime-pre-seed--56b56808,"Oostkamp, West-Vlaanderen, Belgium, Europe","Artificial Intelligence (AI), B2B, B2C, Hotel, Information Technology, Intelligent Systems, Leisure, Machine Learning, SaaS, Travel",Wetime,https://www.crunchbase.com/organization/wetime,Pre-Seed,,,,2024-04-23
Seed Round - Trevor AI,https://www.crunchbase.com/funding_round/trevor-a-i-seed--56c90396,"Sofia, Grad Sofiya, Bulgaria, Europe","Artificial Intelligence (AI), Machine Learning, Productivity Tools, Software",Trevor AI,https://www.crunchbase.com/organization/trevor-a-i,Seed,,,,2024-03-15
Seed Round - Paraspot AI,https://www.crunchbase.com/funding_round/paraspot-seed--56e14245,"Berlin, Berlin, Germany, Europe","Artificial Intelligence (AI), Computer Vision, Hospitality, Image Recognition, Logistics, Property Management, Real Estate, SaaS, Software",Paraspot AI,https://www.crunchbase.com/organization/paraspot,Seed,1320000,USD,1320000,2024-03-08
Seed Round - Paid.care,https://www.crunchbase.com/funding_round/paidcare-seed--573f7844,"Bloomington, Indiana, United States, North America","Home Health Care, Software",Paid.care,https://www.crunchbase.com/organization/paidcare,Seed,,,,2024-03-20
Seed Round - Payclair,https://www.crunchbase.com/funding_round/payclair-seed--5755cfa8,"Irvine, California, United States, North America","Billing, Credit Cards, Debit Cards, Mobile Payments, Payments, SaaS, Transaction Processing",Payclair,https://www.crunchbase.com/organization/payclair,Seed,250000,USD,250000,2024-03-25
Seed Round - Renterra,https://www.crunchbase.com/funding_round/renterra-seed--57c4569a,"Chicago, Illinois, United States, North America","Payments, Rental, Software",Renterra,https://www.crunchbase.com/organization/renterra,Seed,3000000,USD,3000000,2024-04-16
Pre Seed Round - AI Optics,https://www.crunchbase.com/funding_round/ai-optics-pre-seed--5803c2ed,"New York, New York, United States, North America","Artificial Intelligence (AI), Health Care, Medical Device",AI Optics,https://www.crunchbase.com/organization/ai-optics,Pre-Seed,100000,USD,100000,2024-03-28
Seed Round - G2 Reverse Logistics,https://www.crunchbase.com/funding_round/g2-reverse-logistics-seed--586b52d9,"Pittsburgh, Pennsylvania, United States, North America","E-Commerce, Predictive Analytics, Retail, Retail Technology, SaaS, Software, Supply Chain Management",G2 Reverse Logistics,https://www.crunchbase.com/organization/g2-reverse-logistics,Seed,9600000,USD,9600000,2024-03-19
Pre Seed Round - Meticulate,https://www.crunchbase.com/funding_round/meticulate-pre-seed--58a7c426,"San Francisco, California, United States, North America","Artificial Intelligence (AI), Finance, Generative AI",Meticulate,https://www.crunchbase.com/organization/meticulate,Pre-Seed,500000,USD,500000,2024-04-03
Pre Seed Round - Stayf,https://www.crunchbase.com/funding_round/stayf-pre-seed--59b8bd29,"Oxford, Oxfordshire, United Kingdom, Europe","Enterprise Software, Personal Health, SaaS, Wellness",Stayf,https://www.crunchbase.com/organization/stayf,Pre-Seed,650000,EUR,705339,2024-03-26
Pre Seed Round - Amplifier Security,https://www.crunchbase.com/funding_round/amplifier-security-pre-seed--5a238490,"San Francisco, California, United States, North America","Network Security, Risk Management, Software",Amplifier Security,https://www.crunchbase.com/organization/amplifier-security,Pre-Seed,3300000,USD,3300000,2024-04-24
Seed Round - mPath Health,https://www.crunchbase.com/funding_round/dhn-solutions-seed--5a31872b,"Winston Salem, North Carolina, United States, North America","Health Care, Software",mPath Health,https://www.crunchbase.com/organization/dhn-solutions,Seed,706000,USD,706000,2024-03-05
Pre Seed Round - Kontractify,https://www.crunchbase.com/funding_round/kontractify-pre-seed--5cb3d892,"San Francisco, California, United States, North America","SaaS, Security, Software",Kontractify,https://www.crunchbase.com/organization/kontractify,Pre-Seed,500000,USD,500000,2024-02-27
Seed Round - Mineral Forecast,https://www.crunchbase.com/funding_round/mineral-forecast-seed--5ccd65a1,"Cambridge, Massachusetts, United States, North America","Artificial Intelligence (AI), Mineral, Mining Technology",Mineral Forecast,https://www.crunchbase.com/organization/mineral-forecast,Seed,,,,2024-02-26
Pre Seed Round - Greptile,https://www.crunchbase.com/funding_round/tabnam-pre-seed--5cd52ab8,"San Francisco, California, United States, North America","Enterprise Software, Machine Learning, Software",Greptile,https://www.crunchbase.com/organization/tabnam,Pre-Seed,500000,USD,500000,2024-04-03
Pre Seed Round - Hona AI,https://www.crunchbase.com/funding_round/hona-ai-pre-seed--5def7416,"San Francisco, California, United States, North America","Electronic Health Record (EHR), Medical, Software",Hona AI,https://www.crunchbase.com/organization/hona-ai,Pre-Seed,500000,USD,500000,2024-04-03
Seed Round - ProSentry,https://www.crunchbase.com/funding_round/prosentry-seed--5e3b41bb,"New York, New York, United States, North America","Building Maintenance, SaaS, Smart Building, Software",ProSentry,https://www.crunchbase.com/organization/prosentry,Seed,3224999,USD,3224999,2024-03-13
Seed Round - enuncia.AI,https://www.crunchbase.com/funding_round/enuncia-ai-seed--5e5fe733,"Berlin, Berlin, Germany, Europe",Software,enuncia.AI,https://www.crunchbase.com/organization/enuncia-ai,Seed,150000,EUR,162875,2024-03-23
Seed Round - Big Sur AI,https://www.crunchbase.com/funding_round/big-sur-ai-seed--5e6de1c7,"Mountain View, California, United States, North America","Artificial Intelligence (AI), E-Commerce Platforms, Software",Big Sur AI,https://www.crunchbase.com/organization/big-sur-ai,Seed,6900000,USD,6900000,2024-03-13
Seed Round - Parkusher,https://www.crunchbase.com/funding_round/parkusher-seed--5eda3c5c,"Montreal, Quebec, Canada, North America","Artificial Intelligence (AI), Generative AI, Mobile Apps, Parking",Parkusher,https://www.crunchbase.com/organization/parkusher,Seed,15000,CAD,11050,2024-04-01
Seed Round - Keplero AI,https://www.crunchbase.com/funding_round/keplero-ai-seed--5edc6f77,"Latina, Lazio, Italy, Europe","Artificial Intelligence (AI), Service Industry",Keplero AI,https://www.crunchbase.com/organization/keplero-ai,Seed,400000,EUR,437502,2024-03-20
Pre Seed Round - Lumona,https://www.crunchbase.com/funding_round/lumona-pre-seed--6024e52b,"San Francisco, California, United States, North America","Consumer, Information Technology, Software",Lumona,https://www.crunchbase.com/organization/lumona,Pre-Seed,500000,USD,500000,2024-03-01
Pre Seed Round - Ecosmic,https://www.crunchbase.com/funding_round/ecosmic-pre-seed--6034e551,"Torino, Piemonte, Italy, Europe","Aerospace, Software, Sustainability",Ecosmic,https://www.crunchbase.com/organization/ecosmic,Pre-Seed,1100000,EUR,1172424,2024-04-23
Pre Seed Round - Lemon,https://www.crunchbase.com/funding_round/lemon-9474-pre-seed--609c0939,"London, England, United Kingdom, Europe","FinTech, Payments, SaaS, Software",Lemon,https://www.crunchbase.com/organization/lemon-9474,Pre-Seed,500000,GBP,621775,2024-04-18
Pre Seed Round - ECEON Robotics,https://www.crunchbase.com/funding_round/eceon-pre-seed--610d8759,"Cologne, Nordrhein-Westfalen, Germany, Europe","Artificial Intelligence (AI), Industrial Automation, Logistics, Robotics",ECEON Robotics,https://www.crunchbase.com/organization/eceon,Pre-Seed,,,,2024-03-01
Seed Round - Stell,https://www.crunchbase.com/funding_round/stell-bd42-seed--62131ab2,"Venice, California, United States, North America","Document Management, Document Preparation, Software",Stell,https://www.crunchbase.com/organization/stell-bd42,Seed,4000000,USD,4000000,2024-02-01
Pre Seed Round - Emely AI,https://www.crunchbase.com/funding_round/emely-ai-pre-seed--63309121,"New York, New York, United States, North America","Artificial Intelligence (AI), Health Care, Medical",Emely AI,https://www.crunchbase.com/organization/emely-ai,Pre-Seed,480000,EUR,511591,2024-04-13
Pre Seed Round - thorntale,https://www.crunchbase.com/funding_round/thorntale-pre-seed--63425f79,"San Francisco, California, United States, North America","B2B, Internet, SaaS, Software",thorntale,https://www.crunchbase.com/organization/thorntale,Pre-Seed,500000,USD,500000,2024-02-27
Seed Round - SilkPLM,https://www.crunchbase.com/funding_round/silkplm-seed--635fcde5,"Kraków, Malopolskie, Poland, Europe","B2B, Cosmetics, Enterprise Software, Fashion, Home Decor, SaaS",SilkPLM,https://www.crunchbase.com/organization/silkplm,Seed,600000,EUR,652971,2024-03-14
Pre Seed Round - Taiki,https://www.crunchbase.com/funding_round/taiki-acec-pre-seed--63984dc9,"San Francisco, California, United States, North America","Artificial Intelligence (AI), Data Center, Internet",Taiki,https://www.crunchbase.com/organization/taiki-acec,Pre-Seed,500000,USD,500000,2024-03-01
Pre Seed Round - Resrcle,https://www.crunchbase.com/funding_round/resrcle-pre-seed--63de06a4,"Rome, Lazio, Italy, Europe","Blockchain, CleanTech, Consulting, CRM, Sustainability, Textiles",Resrcle,https://www.crunchbase.com/organization/resrcle,Pre-Seed,80000,EUR,87445,2024-03-11
Seed Round - Tabs,https://www.crunchbase.com/funding_round/tabs-03d6-seed--63fc97b1,"New York, New York, United States, North America","Artificial Intelligence (AI), Software",Tabs,https://www.crunchbase.com/organization/tabs-03d6,Seed,7000000,USD,7000000,2024-04-11
Seed Round - PeerDB,https://www.crunchbase.com/funding_round/peerdb-seed--641fe93a,"San Carlos, California, United States, North America","Big Data, Data Integration, Database, Real Time",PeerDB,https://www.crunchbase.com/organization/peerdb,Seed,3600000,USD,3600000,2024-04-11
Seed Round - Uptime Industries,https://www.crunchbase.com/funding_round/uptime-industries-seed--647dbdce,"New York, New York, United States, North America","Artificial Intelligence (AI), Computer, Developer APIs, Generative AI, Natural Language Processing",Uptime Industries,https://www.crunchbase.com/organization/uptime-industries,Seed,2000000,USD,2000000,2024-02-01
Pre Seed Round - SynthLabs,https://www.crunchbase.com/funding_round/synthlabs-pre-seed--648cfc04,"San Francisco, California, United States, North America",Artificial Intelligence (AI),SynthLabs,https://www.crunchbase.com/organization/synthlabs,Pre-Seed,,,,2024-02-28
Seed Round - Airnguru S.A.,https://www.crunchbase.com/funding_round/airnguru-s-a-seed--648de743,"Santiago, Region Metropolitana, Chile, South America","Air Transportation, Big Data, Business Intelligence, Information Technology, SaaS",Airnguru S.A.,https://www.crunchbase.com/organization/airnguru-s-a,Seed,1000000,USD,1000000,2024-03-12
Seed Round - Retell AI,https://www.crunchbase.com/funding_round/retell-ai-seed--65028603,"San Francisco, California, United States, North America","Artificial Intelligence (AI), Audio, Developer APIs, Developer Tools",Retell AI,https://www.crunchbase.com/organization/retell-ai,Seed,4125000,USD,4125000,2024-04-03
Pre Seed Round - MathDash,https://www.crunchbase.com/funding_round/mathdash-pre-seed--6578f21f,"New York, New York, United States, North America","Consumer, E-Learning, Education, Gaming",MathDash,https://www.crunchbase.com/organization/mathdash,Pre-Seed,500000,USD,500000,2024-04-03
Pre Seed Round - Aloen,https://www.crunchbase.com/funding_round/aloen-987c-pre-seed--66381dea,"Toulouse, Midi-Pyrenees, France, Europe","Software, Training",Aloen,https://www.crunchbase.com/organization/aloen-987c,Pre-Seed,410000,EUR,444589,2024-04-05
Pre Seed Round - Danswer,https://www.crunchbase.com/funding_round/danswer-pre-seed--66504c33,"San Francisco, California, United States, North America","Generative AI, Information Technology, Natural Language Processing",Danswer,https://www.crunchbase.com/organization/danswer,Pre-Seed,500000,USD,500000,2024-04-03
Pre Seed Round - ComexPoint,https://www.crunchbase.com/funding_round/comexpoint-pre-seed--66601c44,"Viña Del Mar, Valparaiso, Chile, South America","E-Commerce, Freight Service, Insurance, Last Mile Transportation, Logistics, Shipping, Software, Supply Chain Management, Transportation",ComexPoint,https://www.crunchbase.com/organization/comexpoint,Pre-Seed,138000,USD,138000,2024-03-04
Pre Seed Round - Trieve,https://www.crunchbase.com/funding_round/trieve-pre-seed--66c0e00c,"San Francisco, California, United States, North America","Artificial Intelligence (AI), Information Technology, Internet",Trieve,https://www.crunchbase.com/organization/trieve,Pre-Seed,500000,USD,500000,2024-04-03
Seed Round - HrPanda,https://www.crunchbase.com/funding_round/hrpanda-seed--66dca133,"Bornova, Izmir, Turkey, Europe","Collaboration, Human Resources, Software",HrPanda,https://www.crunchbase.com/organization/hrpanda,Seed,250000,USD,250000,2024-03-14
Seed Round - Kamae,https://www.crunchbase.com/funding_round/kamae-seed--6738b134,"Paris, Ile-de-France, France, Europe","Cyber Security, Developer Platform, Software",Kamae,https://www.crunchbase.com/organization/kamae,Seed,1400000,EUR,1520638,2024-03-19
Pre Seed Round - Clarum,https://www.crunchbase.com/funding_round/clarum-pre-seed--6786470a,"San Francisco, California, United States, North America","Artificial Intelligence (AI), B2B, Enterprise Software, FinTech, Productivity Tools, Software",Clarum,https://www.crunchbase.com/organization/clarum,Pre-Seed,500000,USD,500000,2024-02-27
Seed Round - Praktika,https://www.crunchbase.com/funding_round/praktika-a245-seed--67cafd32,"Palo Alto, California, United States, North America","Artificial Intelligence (AI), EdTech",Praktika,https://www.crunchbase.com/organization/praktika-a245,Seed,,,,2024-02-13
"Seed Round - Virtue, formerly Pledger",https://www.crunchbase.com/funding_round/virtue-impact-seed--67e6efce,"London, England, United Kingdom, Europe","E-Commerce, SaaS, Social Impact, Software","Virtue, formerly Pledger",https://www.crunchbase.com/organization/virtue-impact,Seed,92728,GBP,118646,2024-03-12
Seed Round - RexEMR,https://www.crunchbase.com/funding_round/rexemr-seed--6985a55e,"Windsor, Ontario, Canada, North America","Artificial Intelligence (AI), Cloud Computing, Electronic Health Record (EHR), Health Care, Information Technology, Medical, Software",RexEMR,https://www.crunchbase.com/organization/rexemr,Seed,,,,2024-03-01
Seed Round - RegMetrics,https://www.crunchbase.com/funding_round/regmetrics-seed--69dbb76c,"London, England, United Kingdom, Europe","Compliance, Enterprise Software, Medical Device",RegMetrics,https://www.crunchbase.com/organization/regmetrics,Seed,246000,GBP,310391,2024-03-27
Pre Seed Round - Granularity,https://www.crunchbase.com/funding_round/granularity-pre-seed--6a1dd3b2,"Toronto, Ontario, Canada, North America","Consumer Research, Enterprise Resource Planning (ERP), Information Technology, Retail Technology, Software, Supply Chain Management",Granularity,https://www.crunchbase.com/organization/granularity,Pre-Seed,,,,2024-03-13
Pre Seed Round - Driver AI,https://www.crunchbase.com/funding_round/driver-ai-pre-seed--6a8dbdc4,"Austin, Texas, United States, North America",Web Development,Driver AI,https://www.crunchbase.com/organization/driver-ai,Pre-Seed,500000,USD,500000,2024-04-03
Seed Round - Tanssi Network,https://www.crunchbase.com/funding_round/tanssi-network-seed--6afacb24,"Us, Picardie, France, Europe","Blockchain, Developer Tools, Software",Tanssi Network,https://www.crunchbase.com/organization/tanssi-network,Seed,6000000,USD,6000000,2024-03-21
Pre Seed Round - Chambr,https://www.crunchbase.com/funding_round/chambr-pre-seed--6b1e70bf,"San Francisco, California, United States, North America",Software,Chambr,https://www.crunchbase.com/organization/chambr,Pre-Seed,20000,USD,20000,2024-03-18
Pre Seed Round - Queva,https://www.crunchbase.com/funding_round/queva-pre-seed--6c4d420f,"Montréal, Quebec, Canada, North America","Artificial Intelligence (AI), Internet of Things, Software",Queva,https://www.crunchbase.com/organization/queva,Pre-Seed,250000,CAD,183480,2024-03-23
Seed Round - Key,https://www.crunchbase.com/funding_round/key-1138-seed--6c5d4609,"Palo Alto, California, United States, North America","Blockchain, Communities, Information Technology, SaaS",Key,https://www.crunchbase.com/organization/key-1138,Seed,4300000,USD,4300000,2024-03-11
Seed Round - Rainwalk Technology,https://www.crunchbase.com/funding_round/rainwalk-technology-seed--6c6f0741,"Columbia, South Carolina, United States, North America","FinTech, Insurance, InsurTech, Pet, SaaS",Rainwalk Technology,https://www.crunchbase.com/organization/rainwalk-technology,Seed,4000000,USD,4000000,2024-04-23
Pre Seed Round - WaxWing AI,https://www.crunchbase.com/funding_round/waxwing-ai-pre-seed--6cbd0643,"Wilmington, Delaware, United States, North America","Artificial Intelligence (AI), Marketing, Project Management, SaaS",WaxWing AI,https://www.crunchbase.com/organization/waxwing-ai,Pre-Seed,160000,USD,160000,2024-03-21
Seed Round - Station70,https://www.crunchbase.com/funding_round/station70-seed--6d0a0b37,"Nashville, Tennessee, United States, North America","Bitcoin, Blockchain, Cryptocurrency, Cyber Security, Security, Software, Web3",Station70,https://www.crunchbase.com/organization/station70,Seed,5000000,USD,5000000,2024-04-02
Seed Round - TeamSense,https://www.crunchbase.com/funding_round/teamsense-seed--6d230997,"Seattle, Washington, United States, North America","Information Services, Information Technology, Software",TeamSense,https://www.crunchbase.com/organization/teamsense,Seed,,,,2024-02-12
Pre Seed Round - Recall,https://www.crunchbase.com/funding_round/recall-190f-pre-seed--6d5a83e7,"Amsterdam, Noord-Holland, The Netherlands, Europe","Apps, Data Storage, Information Services, Online Portals, SEO",Recall,https://www.crunchbase.com/organization/recall-190f,Pre-Seed,,,,2024-02-02
