Transaction Name,Transaction Name URL,Organization Location,Organization Industries,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date
Seed Round - Techgnix,https://www.crunchbase.com/funding_round/techgnix-seed--6d730b0c,"New York, New York, United States, North America","Information Technology, Software, Software Engineering",Techgnix,https://www.crunchbase.com/organization/techgnix,Seed,500000,USD,500000,2024-02-14
Pre Seed Round - Lilac,https://www.crunchbase.com/funding_round/lilac-7672-pre-seed--6dac7e8a,"New York, New York, United States, North America","Data Management, Health Care, Software",Lilac,https://www.crunchbase.com/organization/lilac-7672,Pre-Seed,2000000,USD,2000000,2024-04-07
Seed Round - Flowpay,https://www.crunchbase.com/funding_round/flowpay-b132-seed--6dd18d4d,"Prague, Hlavni mesto Praha, Czech Republic, Europe","Embedded Software, Financial Services, FinTech, Lending",Flowpay,https://www.crunchbase.com/organization/flowpay-b132,Seed,2100000,EUR,2296887,2024-03-20
Pre Seed Round - Astopia,https://www.crunchbase.com/funding_round/astopia-pre-seed--6e2780d5,"Tallinn, Harjumaa, Estonia, Europe","Apps, Virtual Assistant",Astopia,https://www.crunchbase.com/organization/astopia,Pre-Seed,300000,USD,300000,2024-03-26
Seed Round - AlphacomSolution,https://www.crunchbase.com/funding_round/alphacomsolution-seed--6e596934,"Liège, Liege, Belgium, Europe","Air Transportation, Artificial Intelligence (AI), Banking, Energy, National Security, Public Safety, Security, Space Travel, Transportation, Unified Communications",AlphacomSolution,https://www.crunchbase.com/organization/alphacomsolution,Seed,1000000,USD,1000000,2024-03-31
Pre Seed Round - camelQA,https://www.crunchbase.com/funding_round/camelqa-pre-seed--6fadef47,"Austin, Texas, United States, North America","Information Technology, Software",camelQA,https://www.crunchbase.com/organization/camelqa,Pre-Seed,500000,USD,500000,2024-02-27
Pre Seed Round - Oyl,https://www.crunchbase.com/funding_round/oyl-pre-seed--700515b8,"Brooklyn, New York, United States, North America","Bitcoin, Financial Services, FinTech, Software",Oyl,https://www.crunchbase.com/organization/oyl,Pre-Seed,3000000,USD,3000000,2024-03-07
Pre Seed Round - Risotto,https://www.crunchbase.com/funding_round/risotto-85d1-pre-seed--702ead6a,"San Francisco, California, United States, North America","Artificial Intelligence (AI), Information Technology",Risotto,https://www.crunchbase.com/organization/risotto-85d1,Pre-Seed,500000,USD,500000,2024-02-27
Seed Round - Louisa AI,https://www.crunchbase.com/funding_round/louisa-ai-seed--7081868b,"New York, New York, United States, North America","Artificial Intelligence (AI), Big Data, Software",Louisa AI,https://www.crunchbase.com/organization/louisa-ai,Seed,5000000,USD,5000000,2024-03-06
Seed Round - Wellola,https://www.crunchbase.com/funding_round/wellola-seed--709c418b,"Dublin, Dublin, Ireland, Europe","Health Care, Information Technology, Payments, Software",Wellola,https://www.crunchbase.com/organization/wellola,Seed,2200000,EUR,2378656,2024-03-28
Seed Round - The Loan Atlas,https://www.crunchbase.com/funding_round/the-loan-atlas-seed--70d790b2,"Thousand Oaks, California, United States, North America","E-Learning, Education, Training",The Loan Atlas,https://www.crunchbase.com/organization/the-loan-atlas,Seed,45000,USD,45000,2024-03-12
Seed Round - Signapse,https://www.crunchbase.com/funding_round/signapse-ec44-seed--71cb218e,"Guildford, Surrey, United Kingdom, Europe",Artificial Intelligence (AI),Signapse,https://www.crunchbase.com/organization/signapse-ec44,Seed,2017000,GBP,2553019,2024-04-08
Pre Seed Round - Thoras.ai,https://www.crunchbase.com/funding_round/thoras-ai-pre-seed--71f3eff3,"San Francisco, California, United States, North America",Cloud Management,Thoras.ai,https://www.crunchbase.com/organization/thoras-ai,Pre-Seed,1500000,USD,1500000,2024-03-26
Pre Seed Round - QuickFunds,https://www.crunchbase.com/funding_round/quickfunds-pre-seed--725964f4,"Buren, Gelderland, The Netherlands, Europe","Credit, Cryptocurrency, Finance, Financial Services, Foreign Exchange Trading, Trading Platform, Venture Capital",QuickFunds,https://www.crunchbase.com/organization/quickfunds,Pre-Seed,,,,2024-03-03
Pre Seed Round - MemoryCareAI,https://www.crunchbase.com/funding_round/memorycareai-b149-pre-seed--728d0423,"Laguna Niguel, California, United States, North America","Health Care, Information Technology, Medical, Software",MemoryCareAI,https://www.crunchbase.com/organization/memorycareai-b149,Pre-Seed,,,,2024-04-24
Seed Round - MedGEO,https://www.crunchbase.com/funding_round/medgeo-3a51-seed--73824038,"Miami, Florida, United States, North America","Data Integration, Data Visualization, Document Management, Health Care, Information Technology, Medical, SaaS, Software",MedGEO,https://www.crunchbase.com/organization/medgeo-3a51,Seed,,,,2024-03-01
Pre Seed Round - RadMate AI,https://www.crunchbase.com/funding_round/radmate-ai-pre-seed--73a06648,"San Francisco, California, United States, North America","Artificial Intelligence (AI), Developer Tools, Health Care, Hospital, Natural Language Processing",RadMate AI,https://www.crunchbase.com/organization/radmate-ai,Pre-Seed,500000,USD,500000,2024-04-03
Pre Seed Round - Hazel,https://www.crunchbase.com/funding_round/hazel-22bb-pre-seed--73c0916a,"New York, New York, United States, North America","Artificial Intelligence (AI), Consulting, Sales",Hazel,https://www.crunchbase.com/organization/hazel-22bb,Pre-Seed,500000,USD,500000,2024-02-27
Pre Seed Round - Ermis.AI,https://www.crunchbase.com/funding_round/ermis-ai-pre-seed--73ecb144,"São Paulo, Sao Paulo, Brazil, South America","Content Creators, Digital Marketing, E-Learning, Podcast, Telecommunications",Ermis.AI,https://www.crunchbase.com/organization/ermis-ai,Pre-Seed,2865056,BRL,576030,2024-02-15
Seed Round - RapidCanvas,https://www.crunchbase.com/funding_round/rapidcanvas-seed--74098bd7,"Austin, Texas, United States, North America","Artificial Intelligence (AI), Generative AI, Information Technology, Machine Learning, Predictive Analytics, Software",RapidCanvas,https://www.crunchbase.com/organization/rapidcanvas,Seed,7500000,USD,7500000,2024-03-13
Seed Round - Wonder Family,https://www.crunchbase.com/funding_round/wonder-family-seed--745a948b,"San Francisco, California, United States, North America","Artificial Intelligence (AI), E-Commerce, FinTech, Internet",Wonder Family,https://www.crunchbase.com/organization/wonder-family,Seed,650000,USD,650000,2024-03-01
Pre Seed Round - copybase,https://www.crunchbase.com/funding_round/copybase-pre-seed--74611034,"São Paulo, Sao Paulo, Brazil, South America","Artificial Intelligence (AI), Marketing, Software",copybase,https://www.crunchbase.com/organization/copybase,Pre-Seed,1000000,BRL,202626,2024-03-07
Pre Seed Round - MokSa.AI,https://www.crunchbase.com/funding_round/moksa-ai-pre-seed--74622a12,"Detroit, Michigan, United States, North America","Enterprise Software, Retail Technology, Security, Software Engineering",MokSa.AI,https://www.crunchbase.com/organization/moksa-ai,Pre-Seed,1500000,USD,1500000,2024-04-22
Pre Seed Round - Likes Telecom,https://www.crunchbase.com/funding_round/likes-telecom-pre-seed--7491e2e6,"Pozuelo De Alarcón, Madrid, Spain, Europe","Artificial Intelligence (AI), Mobile, Telecommunications",Likes Telecom,https://www.crunchbase.com/organization/likes-telecom,Pre-Seed,500000,EUR,543085,2024-03-19
Pre Seed Round - SyncUp,https://www.crunchbase.com/funding_round/syncup-ai-pre-seed--7532f219,"San Francisco, California, United States, North America","Artificial Intelligence (AI), B2B",SyncUp,https://www.crunchbase.com/organization/syncup-ai,Pre-Seed,500000,USD,500000,2024-03-01
Pre Seed Round - ReviewTailor,https://www.crunchbase.com/funding_round/reviewtailor-pre-seed--7611e5cb,"Atlanta, Georgia, United States, North America","Employee Benefits, Employment, Human Resources, Software",ReviewTailor,https://www.crunchbase.com/organization/reviewtailor,Pre-Seed,,,,2024-03-15
Seed Round - VulnCheck,https://www.crunchbase.com/funding_round/vulncheck-seed--7613e130,"Lexington, Massachusetts, United States, North America","Artificial Intelligence (AI), Cyber Security, Information Technology, Network Security",VulnCheck,https://www.crunchbase.com/organization/vulncheck,Seed,4750000,USD,4750000,2024-04-19
Seed Round - Ohanafy,https://www.crunchbase.com/funding_round/ohanafy-seed--769d72f4,"Wilmington, North Carolina, United States, North America","Food and Beverage, Information Technology, Software",Ohanafy,https://www.crunchbase.com/organization/ohanafy,Seed,2899998,USD,2899998,2024-03-08
Seed Round - appCD,https://www.crunchbase.com/funding_round/appcd-seed--76ea1362,"San Francisco, California, United States, North America","Information Technology, Software",appCD,https://www.crunchbase.com/organization/appcd,Seed,6000000,USD,6000000,2024-03-05
Pre Seed Round - UseCodify,https://www.crunchbase.com/funding_round/usecodify-pre-seed--77220850,"Berlin, Berlin, Germany, Europe","Information Technology, Software",UseCodify,https://www.crunchbase.com/organization/usecodify,Pre-Seed,8000,EUR,8690,2024-03-21
Seed Round - Nirvana Labs,https://www.crunchbase.com/funding_round/nirvanalabs-seed--773043d6,"Los Angeles, California, United States, North America","Blockchain, Ethereum, IaaS, PaaS, Software, Technical Support, Web3",Nirvana Labs,https://www.crunchbase.com/organization/nirvanalabs,Seed,,,,2024-03-07
Seed Round - Spines,https://www.crunchbase.com/funding_round/spines-official-seed--77a4daac,"Boynton Beach, Florida, United States, North America","Advertising, Audiobooks, B2B, B2C, E-Commerce, EBooks, Publishing, Retail, Retail Technology",Spines,https://www.crunchbase.com/organization/spines-official,Seed,6500000,USD,6500000,2024-04-09
Seed Round - FlexAI,https://www.crunchbase.com/funding_round/flexai-seed--784f78e2,"Paris, Ile-de-France, France, Europe","Artificial Intelligence (AI), Information Technology, Intelligent Systems",FlexAI,https://www.crunchbase.com/organization/flexai,Seed,28500000,EUR,30461020,2024-04-24
Pre Seed Round - Lantern,https://www.crunchbase.com/funding_round/lantern-7c19-pre-seed--78a14bbb,"San Francisco, California, United States, North America","Artificial Intelligence (AI), B2B, Open Source",Lantern,https://www.crunchbase.com/organization/lantern-7c19,Pre-Seed,500000,USD,500000,2024-04-03
Pre Seed Round - Paradigm,https://www.crunchbase.com/funding_round/paradigm-6409-pre-seed--793375ae,"San Francisco, California, United States, North America","Artificial Intelligence (AI), Productivity Tools, Software",Paradigm,https://www.crunchbase.com/organization/paradigm-6409,Pre-Seed,500000,USD,500000,2024-04-03
Seed Round - CredX.AI,https://www.crunchbase.com/funding_round/credx-ai-seed--79966fd1,"Merritt Island, Florida, United States, North America","Artificial Intelligence (AI), Financial Services, FinTech, SaaS, Software",CredX.AI,https://www.crunchbase.com/organization/credx-ai,Seed,45000,USD,45000,2024-03-21
Seed Round - BeatConnect,https://www.crunchbase.com/funding_round/beatconnect-seed--79a36d73,"Montréal, Quebec, Canada, North America","Music, Music Education, Software",BeatConnect,https://www.crunchbase.com/organization/beatconnect,Seed,2250000,CAD,1672435,2024-03-07
Seed Round - Kolet,https://www.crunchbase.com/funding_round/kolet-seed--79f090b8,"Paris, Ile-de-France, France, Europe","Apps, Internet, Mobile Apps, Travel",Kolet,https://www.crunchbase.com/organization/kolet,Seed,5000000,EUR,5476433,2024-03-13
Seed Round - Tarsal,https://www.crunchbase.com/funding_round/tarsal-seed--7a0e63b7,"San Francisco, California, United States, North America","Cloud Data Services, Data Integration, Security",Tarsal,https://www.crunchbase.com/organization/tarsal,Seed,6000000,USD,6000000,2024-03-21
Seed Round - Visio.ai,https://www.crunchbase.com/funding_round/visio-ai-seed--7a43f9a7,"São Paulo, Sao Paulo, Brazil, South America","Artificial Intelligence (AI), Information Technology, Internet",Visio.ai,https://www.crunchbase.com/organization/visio-ai,Seed,2500000,USD,2500000,2024-03-19
Seed Round - Dema.ai,https://www.crunchbase.com/funding_round/dema-ai-seed--7acf1a48,"Stockholm, Stockholms Lan, Sweden, Europe","Analytics, B2B, Cloud Infrastructure, E-Commerce, Predictive Analytics, SaaS, Software",Dema.ai,https://www.crunchbase.com/organization/dema-ai,Seed,7000000,EUR,7585938,2024-03-25
Seed Round - Offleash'd,https://www.crunchbase.com/funding_round/offleash-d-seed--7ad8350c,"Bellevue, Washington, United States, North America","Apps, Communities, Dating, Pet, Social Network",Offleash'd,https://www.crunchbase.com/organization/offleash-d,Seed,455000,USD,455000,2024-03-20
Pre Seed Round - HeyPurple,https://www.crunchbase.com/funding_round/heypurple-pre-seed--7b001c1f,"Palo Alto, California, United States, North America","Artificial Intelligence (AI), PropTech, Real Estate",HeyPurple,https://www.crunchbase.com/organization/heypurple,Pre-Seed,500000,USD,500000,2024-04-03
Pre Seed Round - Konnectify,https://www.crunchbase.com/funding_round/konnectify-pre-seed--7ba5a111,"San Mateo, California, United States, North America","Embedded Software, IaaS, Information Services, Information Technology, Marketing Automation, PaaS, SaaS, Sales Automation, Software",Konnectify,https://www.crunchbase.com/organization/konnectify,Pre-Seed,500000,USD,500000,2024-03-04
Pre Seed Round - Adagy Robotics,https://www.crunchbase.com/funding_round/adagy-robotics-pre-seed--7ced3974,"New York, New York, United States, North America","Artificial Intelligence (AI), Developer Tools, Logistics, Manufacturing, Robotics",Adagy Robotics,https://www.crunchbase.com/organization/adagy-robotics,Pre-Seed,500000,USD,500000,2024-04-03
Pre Seed Round - Exploding Gradients,https://www.crunchbase.com/funding_round/ragas-pre-seed--7d544e43,"San Francisco, California, United States, North America","Developer Tools, Open Source, Software Engineering",Exploding Gradients,https://www.crunchbase.com/organization/ragas,Pre-Seed,500000,USD,500000,2024-04-03
Pre Seed Round - Mercado Único,https://www.crunchbase.com/funding_round/mercado-único-pre-seed--7d553b23,"Brasília, Rio Grande do Norte, Brazil, South America","B2B, Consumer Goods, Sales, Web Development",Mercado Único,https://www.crunchbase.com/organization/mercado-único,Pre-Seed,395000,USD,395000,2024-04-04
Pre Seed Round - Nonsense,https://www.crunchbase.com/funding_round/nonsense-pre-seed--7e5b5ae8,"Salt Lake City, Utah, United States, North America","Artificial Intelligence (AI), E-Learning, Language Learning",Nonsense,https://www.crunchbase.com/organization/nonsense,Pre-Seed,100000,USD,100000,2024-02-15
Seed Round - Tabor.AI,https://www.crunchbase.com/funding_round/tabor-ai-seed--7e692746,"Atlanta, Georgia, United States, North America","Health Care, Software",Tabor.AI,https://www.crunchbase.com/organization/tabor-ai,Seed,500000,USD,500000,2024-02-22
